Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Route,Year,Quarter,Month,Month_Name,Day_of_Week,Weather_Severity,Risk_Category,Reliability_Level,Fuel_Cost_Bucket,Shipment_Size,Distance_Category,Expected_Lead_Time_Days,Delay_Days,Delay_Percentage,Delay_Status,SLA_Met,Estimated_Cost_USD,Cost_Per_KM,Cost_Per_Tonne,Carbon_Emission_kg,Emission_Per_Tonne_KM,Risk_Index,Priority_Level,Chokepoint_Route,Route_Disruption_Rate
SC-12074,2024-05-18,Antwerp,Rotterdam,Road,Perishables,13253.94,252.34,2.53,5.7,Rain,0.935,12.0,0,Antwerp -> Rotterdam,2024,Q2,5,May,Saturday,3,Medium,Excellent,Medium,Medium,Long-Haul,9.3,2.7,29.0,Minor Delay,No,50287.89,3.79,199.29,207359.0,62,42.8,Medium,No,55.7
SC-12075,2024-03-05,Busan,Hamburg,Air,Perishables,13123.39,92.13,4.09,2.4,Clear,0.663,0.5,1,Busan -> Hamburg,2024,Q1,3,Mar,Tuesday,1,Low,Good,High,Light,Long-Haul,0.93,-0.43,-46.2,On Time,Yes,76660.32,5.84,832.09,604529.0,500,25.7,Medium,No,65.0
SC-12076,2025-04-13,Rotterdam,Hamburg,Road,Perishables,3962.55,287.41,1.82,1.4,Storm,0.707,7.31,0,Rotterdam -> Hamburg,2025,Q2,4,Apr,Sunday,4,Low,Good,Low,Medium,Medium-Haul,9.3,-1.99,-21.4,On Time,Yes,16153.82,4.08,56.2,70610.3,62,38.4,Medium,No,55.8
SC-12077,2024-02-07,Los Angeles,Singapore,Road,Perishables,7042.97,319.06,3.01,3.7,Fog,0.723,7.4,1,Los Angeles -> Singapore,2024,Q1,2,Feb,Wednesday,2,Medium,Good,Medium,Medium,Medium-Haul,9.3,-1.9,-20.4,On Time,Yes,35082.19,4.98,109.95,139322.1,62,35.1,Medium,No,72.1
SC-12078,2024-10-27,Rotterdam,Los Angeles,Road,Automotive,14782.35,278.8,1.28,7.4,Storm,0.924,37.01,1,Rotterdam -> Los Angeles,2024,Q4,10,Oct,Sunday,4,High,Excellent,Low,Medium,Long-Haul,9.3,27.71,298.0,Major Delay,No,55786.18,3.77,200.09,255521.8,62,55.9,Medium,No,60.0
SC-12079,2024-07-25,Hamburg,Los Angeles,Rail,Pharmaceuticals,11694.18,369.41,3.72,9.2,Fog,0.669,17.69,1,Hamburg -> Los Angeles,2024,Q3,7,Jul,Thursday,2,High,Good,High,Heavy,Long-Haul,11.54,6.15,53.3,Major Delay,No,35561.8,3.04,96.27,95038.8,22,58.7,Medium,No,67.1
SC-12080,2024-02-14,Busan,Singapore,Road,Perishables,893.93,168.47,3.12,4.6,Rain,0.946,0.5,0,Busan -> Singapore,2024,Q1,2,Feb,Wednesday,3,Medium,Excellent,Medium,Medium,Short-Haul,9.3,-8.8,-94.6,On Time,Yes,2371.05,2.65,14.07,9337.2,62,38.0,Medium,No,58.4
SC-12081,2024-07-23,Antwerp,Hamburg,Air,Pharmaceuticals,1445.47,382.79,3.26,6.4,Fog,0.808,0.5,1,Antwerp -> Hamburg,2024,Q3,7,Jul,Tuesday,2,Medium,Good,Medium,Heavy,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,33016.09,22.84,86.25,276655.7,500,43.4,Medium,No,62.9
SC-12082,2024-02-12,Los Angeles,Shanghai,Sea,Textiles,7227.0,216.95,1.37,1.0,Storm,0.764,32.54,1,Los Angeles -> Shanghai,2024,Q1,2,Feb,Monday,4,Low,Good,Low,Medium,Medium-Haul,21.79,10.75,49.3,Major Delay,No,4456.75,0.62,20.54,12543.2,8,35.1,Medium,No,61.6
SC-12083,2024-11-19,Rotterdam,Antwerp,Air,Automotive,13683.69,242.61,1.9,9.0,Clear,0.663,0.78,0,Rotterdam -> Antwerp,2024,Q4,11,Nov,Tuesday,1,High,Good,Low,Medium,Long-Haul,0.93,-0.15,-16.1,On Time,Yes,177775.29,12.99,732.76,1659900.0,500,52.1,Medium,No,59.0
SC-12084,2024-11-13,Singapore,Antwerp,Rail,Automotive,8311.18,324.4,1.45,5.7,Rain,0.622,8.3,1,Singapore -> Antwerp,2024,Q4,11,Nov,Wednesday,3,Medium,Poor,Low,Medium,Medium-Haul,11.54,-3.24,-28.1,On Time,Yes,18522.53,2.23,57.1,59315.2,22,52.1,Medium,No,68.1
SC-12085,2025-06-11,Rotterdam,Marseille,Air,Pharmaceuticals,7718.28,10.16,2.15,7.8,Fog,0.812,0.59,1,Rotterdam -> Marseille,2025,Q2,6,Jun,Wednesday,2,High,Good,Low,Light,Medium-Haul,0.93,-0.34,-36.6,On Time,Yes,4287.49,0.56,422.0,39208.9,500,48.8,Medium,No,75.0
SC-12086,2025-02-11,Busan,Hamburg,Rail,Textiles,2029.37,327.34,3.27,7.9,Clear,0.723,2.03,0,Busan -> Hamburg,2025,Q1,2,Feb,Tuesday,1,High,Good,Medium,Heavy,Short-Haul,11.54,-9.51,-82.4,On Time,Yes,5289.11,2.61,16.16,14614.5,22,45.9,Medium,No,65.0
SC-12087,2025-07-10,Shanghai,Marseille,Rail,Perishables,10023.31,309.67,3.07,2.6,Hurricane,0.955,63.17,1,Shanghai -> Marseille,2025,Q3,7,Jul,Thursday,5,Low,Excellent,Medium,Medium,Long-Haul,11.54,51.63,447.4,Major Delay,No,24340.93,2.43,78.6,68286.2,22,41.8,Medium,No,66.2
SC-12088,2025-04-29,Hamburg,Shanghai,Air,Automotive,12420.5,155.61,3.22,5.3,Storm,0.746,2.96,1,Hamburg -> Shanghai,2025,Q2,4,Apr,Tuesday,4,Medium,Good,Medium,Light,Long-Haul,0.93,2.03,218.3,Major Delay,No,114979.54,9.26,738.9,966377.0,500,52.8,Medium,No,63.6
SC-12089,2024-09-16,Dubai,Shanghai,Sea,Textiles,6016.09,43.81,3.01,9.6,Hurricane,0.756,98.42,1,Dubai -> Shanghai,2024,Q3,9,Sep,Monday,5,High,Good,Medium,Light,Medium-Haul,21.79,76.63,351.7,Major Delay,No,857.24,0.14,19.57,2108.5,8,75.7,High,No,56.8
SC-12090,2024-02-07,Antwerp,Marseille,Air,Textiles,11746.37,46.38,2.1,0.9,Clear,0.708,0.5,0,Antwerp -> Marseille,2024,Q1,2,Feb,Wednesday,1,Low,Good,Low,Light,Long-Haul,0.93,-0.43,-46.2,On Time,Yes,29664.18,2.53,639.59,272398.3,500,18.4,Low,No,63.7
SC-12091,2025-10-24,Singapore,Marseille,Air,Automotive,14484.91,461.69,2.01,6.8,Hurricane,0.895,7.93,1,Singapore -> Marseille,2025,Q4,10,Oct,Friday,5,High,Excellent,Low,Heavy,Long-Haul,0.93,7.0,752.7,Major Delay,No,361428.0,24.95,782.84,3343769.0,500,60.4,High,No,55.2
SC-12092,2024-07-14,Los Angeles,Singapore,Sea,Electronics,3454.61,344.95,1.65,9.6,Fog,0.712,11.0,1,Los Angeles -> Singapore,2024,Q3,7,Jul,Sunday,2,High,Good,Low,Heavy,Medium-Haul,21.79,-10.79,-49.5,On Time,Yes,3470.73,1.0,10.06,9533.3,8,59.0,Medium,No,72.1
SC-12093,2024-10-19,Los Angeles,Rotterdam,Air,Perishables,8088.28,64.42,4.0,3.0,Fog,0.635,0.5,1,Los Angeles -> Rotterdam,2024,Q4,10,Oct,Saturday,2,Low,Poor,High,Light,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,32825.96,4.06,509.56,260523.5,500,34.9,Medium,No,53.9
SC-12094,2024-12-31,Shanghai,Marseille,Air,Electronics,4663.5,179.0,3.23,8.6,Rain,0.931,0.5,1,Shanghai -> Marseille,2024,Q4,12,Dec,Tuesday,3,High,Excellent,Medium,Medium,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,49697.82,10.66,277.64,417383.2,500,54.5,Medium,No,66.2
SC-12095,2024-02-18,Shanghai,Antwerp,Sea,Textiles,11996.39,296.65,1.82,9.3,Clear,0.798,24.14,0,Shanghai -> Antwerp,2024,Q1,2,Feb,Sunday,1,High,Good,Low,Medium,Long-Haul,21.79,2.35,10.8,Minor Delay,No,10516.04,0.88,35.45,28469.8,8,49.3,Medium,Yes,61.0
SC-12096,2025-11-02,Dubai,Los Angeles,Air,Textiles,8875.1,417.95,1.78,7.5,Hurricane,0.796,5.55,1,Dubai -> Los Angeles,2025,Q4,11,Nov,Sunday,5,High,Good,Low,Heavy,Medium-Haul,0.93,4.62,496.8,Major Delay,No,196632.54,22.16,470.47,1854674.0,500,66.1,High,No,58.2
SC-12097,2024-12-05,Los Angeles,Hamburg,Air,Perishables,9701.45,22.79,4.08,2.3,Hurricane,0.805,4.77,1,Los Angeles -> Hamburg,2024,Q4,12,Dec,Thursday,5,Low,Good,High,Light,Long-Haul,0.93,3.84,412.9,Major Delay,No,14008.65,1.44,614.68,110548.0,500,45.1,Medium,No,52.5
SC-12098,2024-10-06,Busan,Dubai,Air,Automotive,12069.76,119.08,3.65,3.3,Clear,0.859,1.19,0,Busan -> Dubai,2024,Q4,10,Oct,Sunday,1,Low,Excellent,High,Light,Long-Haul,0.93,0.26,28.0,Minor Delay,No,88284.13,7.31,741.39,718633.5,500,23.4,Low,No,57.7
SC-12099,2024-05-07,Los Angeles,Antwerp,Sea,Electronics,6241.57,444.98,3.38,0.4,Fog,0.657,13.91,0,Los Angeles -> Antwerp,2024,Q2,5,May,Tuesday,2,Low,Good,Medium,Heavy,Medium-Haul,21.79,-7.88,-36.2,On Time,Yes,9290.32,1.49,20.88,22219.0,8,23.9,Low,Yes,58.8
SC-12100,2025-01-11,Hamburg,Singapore,Rail,Perishables,13768.81,5.57,2.54,8.3,Hurricane,0.517,108.14,1,Hamburg -> Singapore,2025,Q1,1,Jan,Saturday,5,High,Poor,Medium,Light,Long-Haul,11.54,96.6,837.1,Major Delay,No,577.03,0.04,103.6,1687.2,22,77.7,High,No,56.6
SC-12101,2025-03-23,Singapore,Hamburg,Sea,Perishables,8228.92,101.5,2.06,8.5,Rain,0.905,18.95,1,Singapore -> Hamburg,2025,Q1,3,Mar,Sunday,3,High,Excellent,Low,Light,Medium-Haul,21.79,-2.84,-13.0,On Time,Yes,2518.23,0.31,24.81,6681.9,8,54.8,Medium,Yes,64.4
SC-12102,2025-02-13,Los Angeles,Hamburg,Sea,Automotive,2790.34,479.55,4.43,6.3,Clear,0.564,4.51,1,Los Angeles -> Hamburg,2025,Q1,2,Feb,Thursday,1,Medium,Poor,High,Heavy,Short-Haul,21.79,-17.28,-79.3,On Time,Yes,4827.22,1.73,10.07,10704.9,8,44.3,Medium,Yes,52.5
SC-12103,2025-03-26,Shanghai,Busan,Road,Perishables,10590.54,307.09,3.83,3.5,Hurricane,0.861,58.4,1,Shanghai -> Busan,2025,Q1,3,Mar,Wednesday,5,Medium,Excellent,High,Medium,Long-Haul,9.3,49.1,528.0,Major Delay,No,53974.32,5.1,175.76,201639.4,62,48.2,Medium,No,64.4
SC-12104,2025-01-30,Rotterdam,Los Angeles,Sea,Electronics,12002.29,131.57,2.2,0.8,Fog,0.541,25.74,0,Rotterdam -> Los Angeles,2025,Q1,1,Jan,Thursday,2,Low,Poor,Low,Light,Long-Haul,21.79,3.95,18.1,Minor Delay,No,4816.38,0.4,36.61,12633.1,8,29.0,Low,Yes,60.0
SC-12105,2024-12-13,Busan,Shanghai,Sea,Pharmaceuticals,5093.04,34.43,4.0,7.5,Rain,0.688,11.49,1,Busan -> Shanghai,2024,Q4,12,Dec,Friday,3,High,Good,High,Light,Medium-Haul,21.79,-10.3,-47.3,On Time,Yes,613.74,0.12,17.83,1402.8,8,57.4,Medium,No,68.1
SC-12106,2024-07-10,Busan,Hamburg,Air,Electronics,12929.1,15.07,3.7,7.3,Clear,0.532,1.31,1,Busan -> Hamburg,2024,Q3,7,Jul,Wednesday,1,High,Poor,High,Light,Long-Haul,0.93,0.38,40.9,Major Delay,No,12011.98,0.93,797.08,97420.8,500,49.2,Medium,No,65.0
SC-12107,2025-05-23,Rotterdam,Busan,Road,Textiles,13639.08,123.13,2.18,9.1,Rain,0.761,14.2,0,Rotterdam -> Busan,2025,Q2,5,May,Friday,3,High,Good,Low,Light,Long-Haul,9.3,4.9,52.7,Major Delay,No,24545.82,1.8,199.35,104121.6,62,61.6,High,No,68.6
SC-12108,2025-12-09,Rotterdam,Antwerp,Rail,Electronics,4515.12,440.86,2.61,7.3,Hurricane,0.827,34.0,1,Rotterdam -> Antwerp,2025,Q4,12,Dec,Tuesday,5,High,Good,Medium,Heavy,Medium-Haul,11.54,22.46,194.6,Major Delay,No,15060.39,3.34,34.16,43791.8,22,64.4,High,No,59.0
SC-12109,2025-05-24,Singapore,Hamburg,Road,Electronics,14761.06,208.54,1.81,8.3,Hurricane,0.586,99.36,1,Singapore -> Hamburg,2025,Q2,5,May,Saturday,5,High,Poor,Low,Medium,Long-Haul,9.3,90.06,968.4,Major Delay,No,43625.26,2.96,209.19,190852.8,62,75.6,High,No,64.4
SC-12110,2025-01-11,Singapore,Antwerp,Air,Textiles,2540.32,360.45,1.57,7.5,Storm,0.686,0.5,1,Singapore -> Antwerp,2025,Q1,1,Jan,Saturday,4,High,Good,Low,Heavy,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,47673.75,18.77,132.26,457829.2,500,63.4,High,No,68.1
SC-12111,2025-06-15,Dubai,Shanghai,Air,Pharmaceuticals,3429.23,459.22,3.59,6.3,Clear,0.965,0.75,0,Dubai -> Shanghai,2025,Q2,6,Jun,Sunday,1,Medium,Excellent,High,Heavy,Medium-Haul,0.93,-0.18,-19.4,On Time,Yes,96305.12,28.08,209.71,787385.5,500,32.2,Medium,No,56.8
SC-12112,2024-09-30,Hamburg,Los Angeles,Road,Textiles,3171.26,204.61,2.08,4.3,Fog,0.721,3.04,0,Hamburg -> Los Angeles,2024,Q3,9,Sep,Monday,2,Medium,Good,Low,Medium,Medium-Haul,9.3,-6.26,-67.3,On Time,Yes,9406.04,2.97,45.97,40230.0,62,37.6,Medium,No,67.1
SC-12113,2024-03-25,Los Angeles,Antwerp,Rail,Electronics,13462.85,96.45,3.91,9.0,Fog,0.901,19.78,1,Los Angeles -> Antwerp,2024,Q1,3,Mar,Monday,2,High,Excellent,High,Light,Long-Haul,11.54,8.24,71.4,Major Delay,No,10837.21,0.8,112.36,28566.8,22,51.0,Medium,No,58.8
SC-12114,2025-03-10,Antwerp,Hamburg,Sea,Pharmaceuticals,9987.24,259.04,4.49,6.5,Clear,0.964,18.79,0,Antwerp -> Hamburg,2025,Q1,3,Mar,Monday,1,Medium,Excellent,High,Medium,Long-Haul,21.79,-3.0,-13.8,On Time,Yes,9371.75,0.94,36.18,20696.8,8,33.1,Medium,No,62.9
SC-12115,2024-03-21,Hamburg,Busan,Air,Pharmaceuticals,2705.51,454.13,1.45,4.0,Storm,0.987,0.79,0,Hamburg -> Busan,2024,Q1,3,Mar,Thursday,4,Medium,Excellent,Low,Heavy,Short-Haul,0.93,-0.14,-15.1,On Time,Yes,63306.36,23.4,139.4,614326.6,500,40.4,Medium,No,63.9
SC-12116,2025-03-16,Dubai,Hamburg,Road,Electronics,6884.69,402.38,2.76,0.8,Storm,0.949,11.95,1,Dubai -> Hamburg,2025,Q1,3,Mar,Sunday,4,Low,Excellent,Medium,Heavy,Medium-Haul,9.3,2.65,28.5,Minor Delay,No,42418.25,6.16,105.42,171756.2,62,28.7,Low,No,61.5
SC-12117,2025-09-08,Busan,Los Angeles,Road,Automotive,9421.82,33.85,3.85,2.9,Clear,0.659,6.85,1,Busan -> Los Angeles,2025,Q3,9,Sep,Monday,1,Low,Good,High,Light,Long-Haul,9.3,-2.45,-26.3,On Time,Yes,5300.59,0.56,156.59,19773.6,62,27.8,Low,No,48.3
SC-12118,2024-07-03,Singapore,Antwerp,Sea,Automotive,1710.23,346.59,3.8,5.4,Storm,0.981,8.69,0,Singapore -> Antwerp,2024,Q3,7,Jul,Wednesday,4,Medium,Excellent,High,Heavy,Short-Haul,21.79,-13.1,-60.1,On Time,Yes,2044.98,1.2,5.9,4742.0,8,46.2,Medium,Yes,68.1
SC-12119,2025-07-12,Shanghai,Singapore,Road,Pharmaceuticals,13295.04,286.38,3.71,2.8,Hurricane,0.906,71.85,1,Shanghai -> Singapore,2025,Q3,7,Jul,Saturday,5,Low,Excellent,High,Medium,Long-Haul,9.3,62.55,672.6,Major Delay,No,62639.9,4.71,218.73,236060.9,62,44.0,Medium,No,67.7
SC-12120,2024-10-27,Singapore,Busan,Air,Textiles,12152.25,453.82,2.35,2.2,Hurricane,0.919,5.72,1,Singapore -> Busan,2024,Q4,10,Oct,Sunday,5,Low,Excellent,Medium,Heavy,Long-Haul,0.93,4.79,515.1,Major Delay,No,306492.46,25.22,675.36,2757467.0,500,41.2,Medium,No,58.3
SC-12121,2024-11-24,Rotterdam,Antwerp,Air,Electronics,7825.5,62.12,2.7,5.3,Hurricane,0.508,4.41,1,Rotterdam -> Antwerp,2024,Q4,11,Nov,Sunday,5,Medium,Poor,Medium,Light,Medium-Haul,0.93,3.48,374.2,Major Delay,No,27781.76,3.55,447.23,243060.0,500,66.0,High,No,59.0
SC-12122,2024-04-15,Rotterdam,Dubai,Rail,Automotive,14523.34,267.48,3.16,1.7,Rain,0.977,13.35,0,Rotterdam -> Dubai,2024,Q2,4,Apr,Monday,3,Low,Excellent,Medium,Medium,Long-Haul,11.54,1.81,15.7,Minor Delay,No,30673.61,2.11,114.68,85463.5,22,25.5,Low,No,49.4
SC-12123,2024-03-22,Singapore,Shanghai,Road,Automotive,6557.53,439.85,4.41,8.0,Rain,0.889,6.53,0,Singapore -> Shanghai,2024,Q1,3,Mar,Friday,3,High,Excellent,High,Heavy,Medium-Haul,9.3,-2.77,-29.8,On Time,Yes,49875.83,7.61,113.39,178828.4,62,53.3,Medium,No,60.2
SC-12124,2024-12-01,Busan,Marseille,Road,Textiles,14769.6,205.6,2.28,4.8,Fog,0.884,16.17,0,Busan -> Marseille,2024,Q4,12,Dec,Sunday,2,Medium,Excellent,Low,Medium,Long-Haul,9.3,6.87,73.9,Major Delay,No,44747.78,3.03,217.64,188271.0,62,34.7,Low,No,67.7
SC-12125,2025-11-07,Shanghai,Los Angeles,Rail,Textiles,10184.84,241.52,4.25,5.7,Fog,0.541,13.86,1,Shanghai -> Los Angeles,2025,Q4,11,Nov,Friday,2,Medium,Poor,High,Medium,Long-Haul,11.54,2.32,20.1,Minor Delay,No,21031.65,2.06,87.08,54116.5,22,48.6,Medium,No,62.0
SC-12126,2024-10-29,Shanghai,Singapore,Rail,Electronics,9702.73,36.16,2.09,1.5,Rain,0.616,8.62,1,Shanghai -> Singapore,2024,Q4,10,Oct,Tuesday,3,Low,Poor,Low,Light,Long-Haul,11.54,-2.92,-25.3,On Time,Yes,2545.07,0.26,70.38,7718.7,22,35.5,Medium,No,67.7
SC-12127,2024-11-09,Los Angeles,Antwerp,Rail,Textiles,2906.35,139.79,4.46,3.2,Clear,0.981,3.25,0,Los Angeles -> Antwerp,2024,Q4,11,Nov,Saturday,1,Low,Excellent,High,Light,Short-Haul,11.54,-8.29,-71.8,On Time,Yes,3524.87,1.21,25.22,8938.1,22,19.4,Low,No,58.8
SC-12128,2025-04-01,Busan,Los Angeles,Rail,Pharmaceuticals,13287.95,162.93,3.41,4.1,Rain,0.75,13.64,0,Busan -> Los Angeles,2025,Q2,4,Apr,Tuesday,3,Medium,Good,Medium,Light,Long-Haul,11.54,2.1,18.2,Minor Delay,No,17419.64,1.31,106.91,47630.1,22,41.9,Medium,No,48.3
SC-12129,2025-09-09,Dubai,Busan,Road,Pharmaceuticals,6698.6,472.62,2.73,8.1,Rain,0.699,6.26,1,Dubai -> Busan,2025,Q3,9,Sep,Tuesday,3,High,Good,Medium,Heavy,Medium-Haul,9.3,-3.04,-32.7,On Time,Yes,48362.17,7.22,102.33,196285.3,62,59.4,Medium,No,58.5
SC-12130,2025-03-12,Antwerp,Dubai,Air,Pharmaceuticals,2852.38,142.05,3.22,7.7,Storm,0.92,0.5,1,Antwerp -> Dubai,2025,Q1,3,Mar,Wednesday,4,High,Excellent,Medium,Light,Short-Haul,0.93,-0.43,-46.2,On Time,Yes,24104.19,8.45,169.69,202590.3,500,57.2,Medium,No,60.0
SC-12131,2024-06-19,Los Angeles,Busan,Road,Automotive,682.81,230.97,2.1,2.2,Rain,0.544,0.57,0,Los Angeles -> Busan,2024,Q2,6,Jun,Wednesday,3,Low,Poor,Low,Medium,Short-Haul,9.3,-8.73,-93.9,On Time,Yes,2289.93,3.35,9.91,9777.9,62,40.5,Medium,No,62.1
SC-12132,2025-12-07,Dubai,Shanghai,Air,Pharmaceuticals,8616.46,335.98,2.1,6.2,Hurricane,0.708,5.35,1,Dubai -> Shanghai,2025,Q4,12,Dec,Sunday,5,Medium,Good,Low,Heavy,Medium-Haul,0.93,4.42,475.3,Major Delay,No,157630.48,18.29,469.17,1447479.1,500,63.6,High,No,56.8
SC-12133,2025-03-30,Los Angeles,Hamburg,Sea,Pharmaceuticals,8147.29,81.93,1.57,2.4,Hurricane,0.688,102.25,1,Los Angeles -> Hamburg,2025,Q1,3,Mar,Sunday,5,Low,Good,Low,Light,Medium-Haul,21.79,80.46,369.3,Major Delay,No,1930.77,0.24,23.57,5340.1,8,49.0,Medium,Yes,52.5
SC-12134,2024-12-25,Shanghai,Dubai,Rail,Pharmaceuticals,10930.63,243.73,1.58,9.9,Hurricane,0.675,90.53,1,Shanghai -> Dubai,2024,Q4,12,Dec,Wednesday,5,High,Good,Low,Medium,Long-Haul,11.54,78.99,684.5,Major Delay,No,18510.32,1.69,75.95,58610.7,22,79.4,High,No,59.2
SC-12135,2025-04-02,Dubai,Rotterdam,Air,Pharmaceuticals,13408.74,369.53,2.35,9.5,Clear,0.654,0.56,1,Dubai -> Rotterdam,2025,Q2,4,Apr,Wednesday,1,High,Good,Medium,Heavy,Long-Haul,0.93,-0.37,-39.8,On Time,Yes,275370.33,20.54,745.19,2477465.8,500,54.4,Medium,No,64.5
SC-12136,2024-02-13,Los Angeles,Shanghai,Sea,Electronics,1651.4,433.56,3.72,5.6,Storm,0.605,8.29,0,Los Angeles -> Shanghai,2024,Q1,2,Feb,Tuesday,4,Medium,Poor,High,Heavy,Short-Haul,21.79,-13.5,-62.0,On Time,Yes,2455.81,1.49,5.66,5727.8,8,58.2,Medium,No,61.6
SC-12137,2024-12-27,Shanghai,Marseille,Road,Pharmaceuticals,11106.7,313.5,3.21,7.0,Hurricane,0.586,71.5,1,Shanghai -> Marseille,2024,Q4,12,Dec,Friday,5,High,Poor,Medium,Medium,Long-Haul,9.3,62.2,668.8,Major Delay,No,55195.88,4.97,176.06,215880.9,62,70.4,High,No,66.2
SC-12138,2025-09-21,Los Angeles,Rotterdam,Road,Pharmaceuticals,3217.47,334.86,1.54,8.0,Storm,0.82,9.2,1,Los Angeles -> Rotterdam,2025,Q3,9,Sep,Sunday,4,High,Good,Low,Heavy,Medium-Haul,9.3,-0.1,-1.1,On Time,Yes,14919.86,4.64,44.56,66798.9,62,61.4,High,No,53.9
SC-12139,2025-03-21,Antwerp,Los Angeles,Air,Automotive,12943.57,64.02,4.01,7.2,Clear,0.96,1.19,1,Antwerp -> Los Angeles,2025,Q1,3,Mar,Friday,1,High,Excellent,High,Light,Long-Haul,0.93,0.26,28.0,Minor Delay,No,52242.07,4.04,816.03,414323.7,500,36.0,Medium,No,63.2
SC-12140,2024-10-08,Los Angeles,Busan,Sea,Electronics,12376.42,472.94,3.18,7.0,Storm,0.754,68.82,1,Los Angeles -> Busan,2024,Q4,10,Oct,Tuesday,4,High,Good,Medium,Heavy,Long-Haul,21.79,47.03,215.8,Major Delay,No,19286.64,1.56,40.78,46826.4,8,59.4,Medium,No,62.1
SC-12141,2025-10-16,Antwerp,Los Angeles,Road,Electronics,8341.51,67.15,4.37,9.6,Rain,0.649,8.45,1,Antwerp -> Los Angeles,2025,Q4,10,Oct,Thursday,3,High,Poor,High,Light,Medium-Haul,9.3,-0.85,-9.1,On Time,Yes,9658.92,1.16,143.84,34728.2,62,66.9,High,No,63.2
SC-12142,2024-02-28,Los Angeles,Shanghai,Sea,Pharmaceuticals,10798.52,387.56,3.41,6.0,Clear,0.58,19.16,0,Los Angeles -> Shanghai,2024,Q1,2,Feb,Wednesday,1,Medium,Poor,Medium,Heavy,Long-Haul,21.79,-2.63,-12.1,On Time,Yes,14030.46,1.3,36.2,33480.6,8,42.6,Medium,No,61.6
SC-12143,2024-03-17,Shanghai,Rotterdam,Air,Automotive,5058.08,133.14,1.78,6.4,Rain,0.915,0.5,0,Shanghai -> Rotterdam,2024,Q1,3,Mar,Sunday,3,Medium,Excellent,Low,Light,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,35698.67,7.06,268.13,336716.4,500,46.2,Medium,No,58.0
SC-12144,2025-11-18,Busan,Antwerp,Road,Automotive,7331.93,466.86,2.76,8.5,Storm,0.986,18.46,0,Busan -> Antwerp,2025,Q4,11,Nov,Tuesday,4,High,Excellent,Medium,Heavy,Medium-Haul,9.3,9.16,98.5,Major Delay,No,52412.74,7.15,112.27,212225.1,62,58.4,Medium,No,60.0
SC-12145,2025-10-14,Busan,Marseille,Sea,Automotive,12413.74,360.26,3.34,6.7,Hurricane,0.675,184.31,1,Busan -> Marseille,2025,Q4,10,Oct,Tuesday,5,High,Good,Medium,Heavy,Long-Haul,21.79,162.52,745.8,Major Delay,No,14914.7,1.2,41.4,35777.4,8,66.6,High,Yes,67.7
SC-12146,2025-02-19,Singapore,Los Angeles,Road,Electronics,7159.35,377.15,1.29,7.3,Rain,0.645,7.33,1,Singapore -> Los Angeles,2025,Q1,2,Feb,Wednesday,3,High,Poor,Low,Heavy,Medium-Haul,9.3,-1.97,-21.2,On Time,Yes,36581.62,5.11,96.99,167409.2,62,57.8,Medium,No,61.5
SC-12147,2025-01-07,Antwerp,Singapore,Air,Electronics,5688.07,110.31,1.25,2.3,Fog,0.801,1.04,1,Antwerp -> Singapore,2025,Q1,1,Jan,Tuesday,2,Low,Good,Low,Light,Medium-Haul,0.93,0.11,11.8,Minor Delay,No,31764.71,5.58,287.96,313725.5,500,27.2,Low,No,64.6
SC-12148,2025-06-09,Rotterdam,Busan,Sea,Textiles,7666.08,222.08,1.63,3.7,Storm,0.888,38.13,1,Rotterdam -> Busan,2025,Q2,6,Jun,Monday,4,Medium,Excellent,Low,Medium,Medium-Haul,21.79,16.34,75.0,Major Delay,No,4949.97,0.65,22.29,13619.9,8,42.2,Medium,Yes,68.6
SC-12149,2025-11-26,Los Angeles,Hamburg,Road,Pharmaceuticals,12509.61,309.29,2.03,1.5,Storm,0.728,23.01,1,Los Angeles -> Hamburg,2025,Q4,11,Nov,Wednesday,4,Low,Good,Low,Medium,Long-Haul,9.3,13.71,147.4,Major Delay,No,55854.29,4.46,180.59,239884.0,62,38.2,Medium,No,52.5
SC-12150,2024-06-12,Busan,Antwerp,Air,Automotive,5360.52,385.22,2.62,5.1,Clear,0.815,0.5,1,Busan -> Antwerp,2024,Q2,6,Jun,Wednesday,1,Medium,Good,Medium,Heavy,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,117270.19,21.88,304.42,1032489.8,500,32.0,Low,No,60.0
SC-12151,2024-02-01,Rotterdam,Hamburg,Air,Automotive,3019.54,52.88,2.81,4.6,Rain,0.858,0.5,0,Rotterdam -> Hamburg,2024,Q1,2,Feb,Thursday,3,Medium,Excellent,Medium,Light,Medium-Haul,0.93,-0.43,-46.2,On Time,Yes,9204.37,3.05,174.06,79836.6,500,40.7,Medium,No,55.8
